Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior
Florham Park Developers,Resolved,0,,,Approved,,,1008,,,
Trump Scotsborough Square,Active,0,,,Approved,,,"518,517",,,
William Trump Medical Fund LLC,Unclear,0,,status missing,Approved,,,559,,,
General Services Administration,Unclear,9,,,Approved,"NOTE: this isn't connected to a biz entity but it IS connected to a story so I need to correct the story link first, then delete this record. ","https://www.gsa.gov/portal/content/172963,http://m.govexec.com/excellence/promising-practices/2016/11/gsas-trump-hotel-lease-debacle/133424/,https://www.cnn.com/2018/02/03/politics/trump-hotel-gsa/index.html,https://www.washingtonpost.com/business/2018/07/30/trump-intervenes-fbi-headquarters-project/?utm_term=.75781ffbd5ab,https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992,https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92,https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015,https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/",,,,
New Jersey Renewable Power,Resolved,0,,,Approved,,,"1329,1330,1328",,,
Coronet Hall,Active,0,,,Approved,,,33,,,
Galbreath Columbus Circle Development Associates,Active,0,,,Approved,,,143,,,
KFF 29 Second Avenue,Active,0,,,Approved,,,"700,1214,1215,Unnamed record,701",,,
Trump Soho,Active,1,,,Approved,,https://www.mcclatchydc.com/news/nation-world/article213846794.html,"519,598",,,
"Colonial Heights, LLC",Active,0,,,Approved,,,"846,845",,,
Jupiter Golf Club,Active,1,,,Approved,,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,"166,167,1132,1133",,,
Columbia Windows,Resolved,0,,,Approved,,,"853,854",,,
Signature Bank New York NY,Unclear,0,,,to correct,,,,,,
Trump National Golf Club - Washington DC,Active,0,,,Approved,,,"479,480",,,
TNGC Jupiter,Active,0,,,Approved,,,"287,288",,,
Fifth Associates,Unclear,0,,,to correct,,,,,,
Quail Ridge,Unclear,2,"Quail Ridge is a Kushner Cos. apartment complex acquired last year in Plainsboro, N.J.",,Approved,"NOTE: this isn't connected to a biz entity but it IS connected to a story so I need to correct the story link first, then delete this record. ","https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html",,,,
VILLAGE KF 4-9-10 Associates,Active,0,,,Approved,connected to record w/ no ID,,"658,674,675,706,940,1237,1238,1239,1240,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Berkshire Hathaway,Unclear,1,"According to Trump’s May 2016 Federal Election Commission filing, which provides a range of values for each of his stock holdings, he owns shares in Berkshire Hathaway, run by one of his fiercest critics, Warren Buffett.",,Approved,"NOTE: this isn't connected to a biz entity but it IS connected to a story so I need to correct the story link first, then delete this record. ",https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
DT Marks Pune,Active,0,,,Approved,,,"107,106,921",,,
Shore Haven Management,Active,0,,,Approved,,,213,,,
CK Livingston Esplanade,Resolved,0,,,Approved,,,"837,838",,,
Investors Savings Bank,Active,0,,,Approved,,,"1056,1055",,,
Trump Marks Real Estate,Active,0,,,Approved,,,"449,450",,,
West Palm Operations,Active,0,,,Approved,,,554,,,
All County Building Supply & Maintenance,Active,0,,,Approved,,,17,,,
Kay & ARR Realty Associates,Active,0,,,Approved,,,"1169,1168",,,
B Plaza Realty,Resolved,0,,,Approved,,,20,,,
New York Community Bank,Active,0,,,Approved,,,"1339,1338",,,
Donald J. Trump Company,Active,0,,,Approved,,,53,,,
Thrive Capital Partners II,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,
Leeds Equity Partners,Resolved,0,,,Approved,connected to record w/ no ID,,Unnamed record,,,
Vreeland Avenue Associates,Active,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
"Starrett City Associates, L.P.",Active,0,,,Approved,,,216,,,
THC Shenzhen Hotel Manager,Active,0,,,Approved,,,"257,256,1595,1596",,,
KC Dumbo,Active,0,,,Approved,,,"1170,1171,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,1173,1172",,,
MMLL,Active,0,,,Approved,connected to record w/ no ID,,"1313,1314,Unnamed record,Unnamed record",,,
666 KC Management,Unclear,0,,See all notes in Ethics Doc Lines for both Jared & Ivanka. - CS,Approved,connected to record w/ no ID,,"737,738,Unnamed record,Unnamed record",,,
Trump Briarcliff Manor Development (Formerly Briar Hall Development),Active,0,,,Approved,,,"309,308",,,
DT Tower Gurgaon,Active,0,,,Approved,,,"119,118,930,931",,,
