Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior
Trump Eu Marks,Active,0,,,Approved,,,"345,346",,,
Unit 2502 Enterprises,Active,0,,,Approved,,,"552,553",,,
Saudi Arabia and Emirati Real Estate and Hotel Deals,Unclear,1,,,Approved,,https://www.cnn.com/2018/06/07/politics/court-case-emoluments-foreign-payments-federal-judge-trump-businesses/index.html,,,,
JP Morgan,Active,0,,,Approved,,,"1125,1127,1129,1131",,,
Pier Village,Unclear,2,,,Approved,,"https://mobile.nytimes.com/2018/03/10/business/trumps-kushners-hotel-deals.html?referer=https://amp-cnn-com.cdn.ampproject.org/c/s/amp.cnn.com/cnn/2018/03/11/politics/new-york-times-jared-kushner-donald-trump-hotel/index.html,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html",,,,
Lindenlawn Apartment Associates,Active,0,,,Approved,,,1264,,,
New York NY Var Subser L 4,Unclear,0,,,Approved,,,1345,,,
Bruckner Plaza Center,Resolved,0,,,Approved,,,"794,795,792,793,797,840,994,995,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,791,839,993",,,
29 Second Avenue Realty,Active,0,,,Approved,,,,,,
Trump Classic Cars,Resolved,0,,,Approved,,,"327,326",,,
Dtw Venture,Active,0,,,Approved,,,"129,128",,,
Shell,Unclear,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Ocean Development,Active,0,,,Approved,,,"186,597",,,
RCG Longview Debt Fund IV,Resolved,0,,,Approved,,,"1207,Unnamed record",,,
Millington Bank,Active,0,,,Approved,,,1311,,,
Tiht Commercial,Active,0,,,Approved,,,277,,,
Trump Central Park West,Active,0,,,Approved,,,316,,,
Dt Marks VAncouver,Active,0,,,Approved,,,"115,114",,,
Essential Consultants,Unclear,2,,,Approved,,"https://www.citizen.org/sites/default/files/may_2018_cohen_complaint_final.pdf,https://www.cnn.com/2018/05/09/politics/michael-cohen-trump-lobbying/index.html",,,,
Trump Productions (Formerly Rancho Lien),Active,0,,,Approved,,,"504,505",,,
Federal Election Commission,Unclear,4,,,Approved,,"https://www.washingtonpost.com/politics/new-york-files-suit-against-president-trump-alleging-his-charity-engaged-in-illegal-conduct/2018/06/14/c3cbf71e-6fc9-11e8-bd50-b80389a4e569_story.html?utm_term=.4ceb5b79cb06,https://www.npr.org/2018/06/14/619959270/new-yorks-attorney-general-sues-the-trump-foundation,https://www.npr.org/2018/06/14/619974462/n-y-attorney-general-files-suit-against-trump-foundation,https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-sues-trump-foundation-what-might-happen-n883901",,,,
JPMorgan High Yield,Active,0,,,Approved,,,,,,
Dt Marks Worli,Active,0,,,Approved,,,"117,116",,,
Trump Panama Hotel Management,Active,4,,,Approved,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage,http://www.businessinsider.com/trump-organization-panama-hotel-conflict-2018-3,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage","494,495",,,
Dt Home Marks International,Active,0,,,Approved,,,"77,76",,,
Fifty Seventh Street Associates,Unclear,0,,,Approved,,,138,,,
EV JV Partnership,Unclear,0,,,Approved,,,,,,
Ecolab Inc,Resolved,0,,,Approved,,,"955,956",,,
Ford Motors,Unclear,1,"While Trump repeatedly singled out Ford Motors for outsourcing American manufacturing jobs, according to Trump’s May 2016 Federal Election Commission filing, which provides a range of values for each of his stock holdings, he owns shares (worth up to $1 million) in the Detroit auto giant. Google, which Trump accused of suppressing negative Hillary Clinton news, is in his portfolio, as is Berkshire Hathaway, run by one of his fiercest critics, Warren Buffett. Though he tried to start a boycott against Apple AAPL +0.55% in February -- after the iPhone maker refused to help the Federal Bureau of Investigation break into one of the San Bernardino shooters’ phone -- Trump held onto his shares in the tech company, which were worth as much as $2 million in May.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Trump Equitable Fifth Avenue Company,Active,1,,,Approved,,https://www.nytimes.com/2016/08/21/us/politics/donald-trump-debt.html,344,,,
Dartmouth Village,Active,0,,,Approved,,,863,,,
Centerview Capital,Resolved,0,,,Approved,,,"1211,Unnamed record,Unnamed record,1211 copy",,,
Brookfield Asset Management,Unclear,6,,,Approved,,"https://www.nytimes.com/2018/05/17/nyregion/kushner-deal-qatar-666-5th.html,https://www.nytimes.com/2018/07/11/business/jared-kushner-business-washington.html,https://money.cnn.com/2018/08/03/news/companies/kushner-666-fifth-avenue-brookfield/index.html,https://money.cnn.com/2018/08/03/news/companies/kushner-666-fifth-avenue-brookfield/index.html,https://www.bloomberg.com/amp/news/articles/2018-08-04/kushners-give-up-control-of-manhattan-tower-to-save-themselves,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html",,,,
Parc Consulting,Active,0,,,Approved,,,196,,,
Trump Management,Active,0,,,Approved,,,386,,,
Think Like A Champion,Active,0,,,Approved,,,273,,,
Dimensional Fund Advisors,Active,0,,,Approved,,,"875,877",,,
Trump Restaurants,Active,0,,,Approved,,,509,,,
Related Companies,Unclear,1,"Related Companies purchased $80 million of stock in Ladder Capital, a Manhattan-based real estate investment trust best known for issuing more than $250 million in loans to the Trump Organization.",,Approved,,https://therealdeal.com/2017/02/28/related-companies-makes-80m-stock-buy-in-trumps-second-largest-lender/,,,,
Trump Entrepreneur Initiative (Formerly Trump University Ca),Active,3,,,Approved,,"https://www.nytimes.com/2016/11/06/us/politics/donald-trump-business-tax-records.html?mtrref=undefined,https://www.washingtonpost.com/politics/source-trump-nearing-settlement-in-trump-university-fraud-cases/2016/11/18/8dc047c0-ada0-11e6-a31b-4b6397e625d0_story.html,https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html","342,343",,,
Rockwell Automation,Resolved,0,,,Approved,,,"1499,1500,1501,1502",,,
Merck,Unclear,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
THC Jeddah Hotel Manager,Resolved,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"245,244",,,
Normandy Real Estate Partners,Unclear,1,,,Approved,,https://www.bloomberg.com/amp/news/articles/2018-03-13/kushner-conflict-cloud-hovers-over-brooklyn-sale-linked-to-japan,,,,
Trump Payroll Chicago,Active,0,,,Approved,,,500,,,
D B Pace Acquisition,Active,0,,,Approved,,,"39,40",,,
Pimco Enhanced Short Mat Active ETF,Unclear,0,,,Approved,,,1442,,,
Trump Marks Chicago,Active,0,,,Approved,,,"403,404",,,
Trump: Surviving At The Top,Active,0,,,Approved,,,545,,,
Donald J. Trump Foundation,Unclear,13,"The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",missing status,Approved,,"https://www.buzzfeed.com/paulmcleod/trump-foundation-received-150000-donation-in-exchange-for-20?utm_term=.hwJDzPkYww#.exE32wrn11,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,https://www.nytimes.com/2018/04/09/us/politics/trump-mueller-ukraine-victor-pinchuk.html,https://www.washingtonpost.com/politics/new-york-files-suit-against-president-trump-alleging-his-charity-engaged-in-illegal-conduct/2018/06/14/c3cbf71e-6fc9-11e8-bd50-b80389a4e569_story.html?utm_term=.4ceb5b79cb06,https://www.npr.org/2018/06/14/620103280/new-york-attorney-general-sues-trump-foundation-and-its-board-of-directors,https://www.npr.org/2018/06/14/619959270/new-yorks-attorney-general-sues-the-trump-foundation,https://www.npr.org/2018/06/14/619974462/n-y-attorney-general-files-suit-against-trump-foundation,https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-sues-trump-foundation-what-might-happen-n883901,https://www.nbcnews.com/think/opinion/trump-foundation-lawsuit-highlights-how-private-charities-can-be-used-ncna883516,https://www.cnn.com/2018/06/14/opinions/new-york-ag-lawsuit-trump-opinion-dantonio/index.html,https://edition.cnn.com/2018/06/19/politics/trump-foundation-q-and-a/,https://www.cnn.com/2018/08/22/politics/michael-cohen-trump-foundation-subpoena/index.html,https://mobile.reuters.com/article/amp/idUSKCN1L91MS","54,Unnamed record",,,
Trump Marks Batumi,Active,0,,,Approved,,,"397,398",,,
THC Sales & Marketing,Active,0,,,Approved,,,"253,252",,,
"1290 Avenue Of The Americas, A Tenancy-In-Common",Active,1,,,Approved,,https://www.nytimes.com/2016/08/21/us/politics/donald-trump-debt.html,1,,,
T International Realty (AKA Trump International Realty),Active,0,,,Approved,,,"222,1564",,,
Djt Land Holdings,Active,0,,,Approved,,,46,,,
State of Utah,Resolved,0,,,Approved,,,"Unnamed record,Unnamed record",,,
Cadre Astoria,Unclear,0,,,Approved,,,,,,
State Tower of Syracuse Associates,Active,0,,,Approved,,,"1557,1556,1558,Unnamed record",,,
State of Massachusetts,Resolved,0,,,Approved,,,1288,,,
Met Transprtn Auth NY Revenue Rfdg Transprtn Ser C,Unclear,0,,,Approved,,,1294,,,
PIMCO,Resolved,0,,,Approved,,,"1443,1445",,,
New York St Dorm Auth Ser E,Unclear,0,,,Approved,,,,,,
Pimco Rae Fundamental Advantage Plus Fund Class P,Unclear,0,,,Approved,,,1444,,,
Carl C. Icahn,Unclear,1,"Mr. Trump has forged relationships with powerful political figures in Indonesia, where such connections are crucial to pushing through big projects. That tangle of relationships includes an Indonesian business partner who aspires to high office; a powerful politician accused of trying to extort billions of dollars from an American mining company; as well as Mr. Trump’s adviser on regulatory issues, Carl C. Icahn, who is a top shareholder in the same mining company.",,Approved,,http://mobile.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html,,,,
Trump 845 Un,Active,0,,,Approved,,,"299,300",,,
Country of Vietnam,Unclear,1,,,Approved,,https://www.propublica.org/article/trump-inc-podcast-vietnam-casino,,,,
Monmouth Mall 2,Resolved,0,,,Approved,,,"1315,1316",,,
Royal Bank of Canada,Unclear,1,"The populist billionaire has other Canadian holdings, including $500,000 to $1 million investments in the Bank of Nova Scotia and the Toronto Dominion Bank, and $1 million to $5 million worth of shares in the Royal Bank of Canada. Such investments add to the array of connections Trump already has with foreign entities - including nine figure debts owed to German lender Deutsche Bank and China’s state-controlled Bank of China.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Trump International Management,Unclear,5,,status missing,Approved,,"http://www.foxnews.com/politics/2018/02/21/trump-jr-steals-spotlight-from-canadas-trudeau-as-india-visits-coincide.html,https://www.washingtonpost.com/world/trump-jr-to-give-foreign-policy-speech-while-on-unofficial-business-trip-to-india/2018/02/19/37d00c37-d9e8-40c4-934b-0a26b8160dcd_story.html?utm_term=.8a66e23946b3,https://www.fastcompany.com/40526424/trump-organization-revives-project-in-dominican-republic-roiling-local-politics,http://www.newsweek.com/if-trump-organization-launches-dominican-republic-projects-it-could-be-grounds-801765,https://www.nbcbayarea.com/news/local/San-Francisco-Ethics-Official-Files-Suit-Against-Secret-Service-Over-Trump-Jrs-India-Trip-Records-490844011.html?amp=y",372,,,
Florham Park Developers,Resolved,0,,,Approved,,,1008,,,
Trump Scotsborough Square,Active,0,,,Approved,,,"518,517",,,
William Trump Medical Fund LLC,Unclear,0,,status missing,Approved,,,559,,,
General Services Administration,Unclear,9,,,Approved,,"https://www.gsa.gov/portal/content/172963,http://m.govexec.com/excellence/promising-practices/2016/11/gsas-trump-hotel-lease-debacle/133424/,https://www.cnn.com/2018/02/03/politics/trump-hotel-gsa/index.html,https://www.washingtonpost.com/business/2018/07/30/trump-intervenes-fbi-headquarters-project/?utm_term=.75781ffbd5ab,https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992,https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92,https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015,https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/",,,,
New Jersey Renewable Power,Resolved,0,,,Approved,,,"1329,1330",,,
Coronet Hall,Active,0,,,Approved,,,33,,,
Galbreath Columbus Circle Development Associates,Active,0,,,Approved,,,143,,,
KFF 29 Second Avenue,Active,0,,,Approved,,,"700,1214,1215,Unnamed record,701",,,
Trump Soho,Active,1,,,Approved,,https://www.mcclatchydc.com/news/nation-world/article213846794.html,519,,,
"Colonial Heights, LLC",Active,0,,,Approved,,,846,,,
Jupiter Golf Club,Active,1,,,Approved,,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,"166,167",,,
Columbia Windows,Resolved,0,,,Approved,,,"853,854",,,
Signature Bank New York NY,Unclear,0,,,Approved,,,"1530,1531,1532,1533",,,
Trump National Golf Club - Washington Dc,Active,0,,,Approved,,,"479,480",,,
Tngc Jupiter,Active,0,,,Approved,,,"287,288",,,
Fifth Associates,Unclear,0,,,Approved,,,,,,
Quail Ridge,Unclear,2,"Quail Ridge is a Kushner Cos. apartment complex acquired last year in Plainsboro, N.J.",,Approved,,"https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html",,,,
"VILLAGE KF 4-9-10 Associates, LLC",Active,0,,,Approved,,,"658,674,675,706,940,1237,1238,1239,1240,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Berkshire Hathaway,Unclear,1,"According to Trump’s May 2016 Federal Election Commission filing, which provides a range of values for each of his stock holdings, he owns shares in Berkshire Hathaway, run by one of his fiercest critics, Warren Buffett.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Dt Marks Pune,Active,0,,,Approved,,,"107,106",,,
Durham Cnty N C Rfdg,Unclear,0,,,Approved,,,936,,,
Shore Haven Management,Active,0,,,Approved,,,213,,,
CK Livingston Esplanade,Resolved,0,,,Approved,,,"837,838",,,
Investors Savings Bank,Active,0,,,Approved,,,1056,,,
Trump Marks Real Estate,Active,0,,,Approved,,,"449,450",,,
West Palm Operations,Active,0,,,Approved,,,554,,,
All County Building Supply &Amp; Maintenance,Active,0,,,Approved,,,17,,,
Kay & ARR Realty Associates,Active,0,,,Approved,,,1169,,,
B Plaza Realty,Resolved,0,,,Approved,,,20,,,
New York Community Bank,Active,0,,,Approved,,,1339,,,
Donald J. Trump Company,Active,0,,,Approved,,,53,,,
Thrive Capital Partners II,Resolved,0,,,Approved,,,"Unnamed record,Unnamed record",,,
Leeds Equity Partners,Resolved,0,,,Approved,,,Unnamed record,,,
Vreeland Avenue Associates,Active,0,,,Approved,,,"Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
"Starrett City Associates, L.P.",Active,0,,,Approved,,,216,,,
THC Shenzhen Hotel Manager,Active,0,,,Approved,,,"257,256",,,
KC Dumbo,Active,0,,,Approved,,,"1170,1171,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,1173,1172",,,
MMLL,Active,0,,,Approved,,,"1313,1314,Unnamed record,Unnamed record",,,
666 KC Management,Unclear,0,,See all notes in Ethics Doc Lines for both Jared & Ivanka. - CS,Approved,,,"737,738,Unnamed record,Unnamed record",,,
Trump Briarcliff Manor Development (Formerly Briar Hall Development),Active,0,,,Approved,,,"309,308",,,
Dt Tower Gurgaon,Active,0,,,Approved,,,"119,118,930",,,
Trump International Hotel DC,Unclear,37,,,Approved,,"https://www.gsa.gov/portal/content/172963,http://www.politico.com/story/2016/06/trump-dc-hotel-investigation-labor-department-224678,https://www.washingtonpost.com/business/capitalbusiness/2016/11/18/9da9c572-ad18-11e6-977a-1030f822fc35_story.html?tid=pm_business_pop&amp;utm_term=.e1df6827c09c,http://m.govexec.com/excellence/promising-practices/2016/11/gsas-trump-hotel-lease-debacle/133424/,http://www.huffingtonpost.com/entry/donald-trump-bahrain_us_583de2a5e4b0c33c8e1282d0?inyv55o07g8horms4i,https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html,https://www.cnn.com/2018/06/07/politics/court-case-emoluments-foreign-payments-federal-judge-trump-businesses/index.html,https://www.washingtonpost.com/graphics/2018/politics/trump-hotel-events/?noredirect=on&utm_term=.e324edc7d621,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.marketwatch.com/story/philippine-government-party-to-be-held-at-trumps-dc-hotel-2018-04-19,https://www.cnn.com/2018/03/28/politics/emoluments-lawsuit-trump-hotel/index.html,https://wamu.org/story/18/03/21/summons-issued-trump-emoluments-case/,https://www.washingtonpost.com/local/public-safety/obscure-no-more-the-emoluments-clause-is-back-again-in-a-federal-court/2018/06/09/cf052832-6a72-11e8-9e38-24e693b38637_story.html?utm_term=.4e5171f2a016,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,https://www.washingtonpost.com/politics/congressional-democrats-seek-ruling-against-trump-to-enforce-emoluments-clause/2018/06/07/2469538e-6a55-11e8-bea7-c8eb28bc52b1_story.html?utm_term=.d25a12693375,https://www.npr.org/2018/06/12/619101573/ivanka-trump-and-jared-kushner-earned-more-than-80-million-last-year-filings-sho,https://www.cnn.com/2018/06/11/politics/trump-emoluments-hearing/index.html,https://www.cnn.com/2018/02/03/politics/trump-hotel-gsa/index.html,https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,http://www.newsweek.com/ocasio-cortez-impeach-trump-997615?amp=1,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.wnycstudios.org/story/trump-inc-podcast-government-employees-spend-your-money-trump-hotels,https://www.cnn.com/2018/07/25/politics/emoluments-case-donald-trump-washington-dc/index.html,https://www.washingtonpost.com/politics/federal-judge-allows-emoluments-case-against-trump-to-proceed/2018/07/25/c8070206-8fa4-11e8-8322-b5482bf5e0f5_story.html?utm_term=.0773c88e9386,https://www.npr.org/2018/07/25/632300960/federal-lawsuit-against-president-trumps-business-interests-allowed-to-proceed,https://www.washingtonpost.com/politics/trump-has-embraced-the-big-money-donor-world-he-once-shunned/2018/06/30/0ef53478-7630-11e8-9780-b1dd6a09b549_story.html?utm_term=.8ace1c62b560,https://www.washingtonpost.com/business/2018/07/30/trump-intervenes-fbi-headquarters-project/?utm_term=.75781ffbd5ab,https://www.washingtonpost.com/news/morning-mix/wp/2018/07/27/trumps-emoluments-battle-how-a-scholars-journey-through-200-years-of-dictionaries-helped-win-a-historic-ruling/?utm_term=.25bb86879b9b,https://amp.fastcompany.com/90178695/how-trumps-dc-hotel-works-to-help-swamp-the-drain,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992,https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.mcclatchydc.com/news/politics-government/white-house/article216249755.html,https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92,https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015,https://www.washingtonpost.com/politics/justice-department-seeks-to-halt-lawsuit-involving-president-trumps-business/2018/08/17/0633c454-a23f-11e8-8e87-c869fe70a721_story.html?utm_term=.0486d0daf301,https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/,https://www.npr.org/2018/08/28/642696449/government-watchdog-raises-questions-about-trumps-decision-not-to-move-fbi",,,,
Toronto Dominion Bank,Unclear,1,"The populist billionaire has other Canadian holdings, including $500,000 to $1 million investments in the Bank of Nova Scotia and the Toronto Dominion Bank, and $1 million to $5 million worth of shares in the Royal Bank of Canada. Such investments add to the array of connections Trump already has with foreign entities - including nine figure debts owed to German lender Deutsche Bank and China’s state-controlled Bank of China.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
FBI,Unclear,5,,,Approved,,"https://www.nytimes.com/2018/07/26/business/ken-kurson-jared-kushner.html,https://www.washingtonpost.com/business/2018/07/30/trump-intervenes-fbi-headquarters-project/?utm_term=.75781ffbd5ab,https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92,https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015,https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/",,,,
Trump Ocean,Unclear,0,,,Approved,,,"483,484",,,
Felmore Associates,Active,0,,,Approved,,,987,,,
Trump Pageants,Active,0,,,Approved,,,490,,,
BFPS Ventures,Active,0,,,Approved,,,"774,775",,,
THC Barra Hotelaria,Active,0,,,Approved,,,229,,,
Trump Home Marks,Active,0,,,Approved,,,"358,357",,,
Scotland Acquisitions,Active,3,,,Approved,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html",210,,,
P.V. Development,Active,0,,,Approved,,,"1428,1429,1441,Unnamed record,Unnamed record,Unnamed record",,,
Trump Carousel,Active,0,,,Approved,,,"315,314",,,
Kushner Family Foundation,Active,0,,,Approved,,,1224,,,
Trump Wine Marks,Active,0,,,Approved,,,"541,540",,,
Trump Marks,Active,0,,,Approved,,,"390,388,389",,,
China Trademark,Active,2,,,Approved,,"https://www.cnn.com/2018/06/07/politics/court-case-emoluments-foreign-payments-federal-judge-trump-businesses/index.html,https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html",31,,,
Trump Marks Mumbai,Active,2,,,Approved,,"https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://www.nbcbayarea.com/news/local/San-Francisco-Ethics-Official-Files-Suit-Against-Secret-Service-Over-Trump-Jrs-India-Trip-Records-490844011.html?amp=y","429,430",,,
Hospital for Special Surgery,Unclear,1,"The foundation gave at least $326,000 to New York Presbyterian Hospital and $250,750 to its sister institution, the Hospital for Special Surgery, which is also based in New York City.",,Approved,,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,,,,
"Mecklenburg County, NC",Resolved,0,,,Approved,,,"1289,1290",,,
Trump Vineyard Estates (Formerly Eric Trump Land Holdings),Active,0,,,Approved,,,"533,534,535",,,
Thrive Partners II GP,Resolved,0,,,Approved,,,"Unnamed record,Unnamed record",,,
Walmart,Unclear,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Caribusiness Mre,Active,0,,,Approved,,,"27,26",,,
Wmtmf,Unclear,0,,status missing,Approved,,,561,,,
Panama Ocean Club Management,Active,4,,,Approved,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage,http://www.businessinsider.com/trump-organization-panama-hotel-conflict-2018-3,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage","192,193",,,
Trump National Golf Club - Charlotte,Active,0,,,Approved,,,473,,,
Easton North Associates,Active,0,,,Approved,,,942,,,
Ishares 20+ Year Treas Bond ETF,Unclear,0,,,Approved,,,1060,,,
Storage 106,Active,0,,,Approved,,,218,,,
Trump Florida,Active,1,,,Approved,,https://www.washingtonpost.com/politics/in-little-moscow-russians-helped-donald-trumps-brand-survive-the-recession/2016/11/04/f9dbd38e-97cf-11e6-bb29-bf2701dbe0a3_story.html?utm_term=.a6cf0ab24f58,"350,349",,,
