Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior,Trump,Ivanka,Jared,Conflicting Entities,Internal Review,Draft Description
Sixty Capital Fund,Resolved,0,,,Approved,,,"1538,1539",,,,,,,,,
Sixty One Associates,Active,0,,,Approved,,,"1541,1540",,,,,,,,,
Sixty-Six West Associates,Active,0,,,Approved,,,"1543,1542",,,,,,,,,
Skyline Kushner,Active,1,,,Approved,,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,"1545,1234,1546,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,1234 copy,1544",,,,,,checked,,,
Skytop Gardens,Active,0,,,Approved,,,"1547,1548",,,,,,,,,
SoftBank Vision Fund,Unclear,1,"SoftBank Vision Fund, a technology investment vehicle that gets almost half of its $100 billion from the Saudi government's Public Investment Fund. The United Arab Emirates has put at least $15 billion into the Vision Fund through its sovereign wealth fund as well. In May 2018, Cadre, a real estate technology startup co-founded and partly owned by White House senior adviser Jared Kushner, is sought an investment of at least $100 million from the Fund.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"""http://www.chicagotribune.com/business/national/ct-kushner-cadre-softbank-funds-20180522-story,amp.html""",,,,,,,checked,,,
Spring Creek Plaza,Active,0,,,Approved,,,215,,,,,,,,,
Square Mile Partners,Resolved,0,,,Approved,connected to record w/ no ID,,"1551,1553,Unnamed record,1552,1550,Unnamed record",,,,,,,,,
"Starrett City Associates, L.P.",Active,0,,,Approved,,,216,,,,,,,,,
State of Alabama,Resolved,0,,,Approved,,,"756,755",,,,,,,,,
State of California,Resolved,0,,,Approved,,,"812,814,813,811",,,,,,,,,
State of Georgia,Resolved,0,,,Approved,,,"1027,1026",,,,,,,,,
State of Maryland,Resolved,0,,,Approved,,,"1286,1285",,,,,,,,,
State of Massachusetts,Resolved,0,,,Approved,,,"1288,1287",,,,,,,,,
State of Oregon,Resolved,0,,,Approved,,,"1422,1423",,,,,,,,,
State of Utah,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,,,,
State of Virginia,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
State Street Global Advisors,Active,0,,,Approved,,,"1554,1555",,,,,,,,,
State Tower of Syracuse Associates,Active,0,,,Approved,connected to record w/ no ID,,"1557,1556,1558,Unnamed record",,,,,,,,,
Stephanie Clifford (AKA Stormy Daniels),Unclear,12,"Pres. Trump allegedly paid a former porn star to keep quiet about their affair in 2006. She is now suing Trump, claiming the non-disclosure agreement is invalid.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://nypost.com/2018/03/05/bank-reported-trump-lawyers-payment-to-stormy-daniels-as-suspicious/,https://www.cnn.com/2018/03/08/opinions/stormy-daniels-trump-lawsuit-could-be-trouble-rangappa-opinion/index.html,https://www.washingtonpost.com/politics/in-new-financial-disclosure-trump-reports-apparent-payment-through-his-personal-attorney-to-adult-film-star/2018/05/16/cf6171f2-592c-11e8-b656-a5f8c2a9295d_story.html?noredirect=on&utm_term=.ded1e82e4416,https://www.cnn.com/2018/05/09/politics/michael-cohen-trump-lobbying/index.html,https://www.washingtonpost.com/politics/prosecutors-cancel-meeting-with-stormy-daniels/2018/06/25/ff69bdb2-7887-11e8-8df3-007495a78738_story.html?utm_term=.5773519d5874,https://www.bloomberg.com/news/articles/2018-12-12/trump-s-ex-lawyer-michael-cohen-sentenced-to-3-years?cmpid=BBD121218_BIZ&utm_medium=email&utm_source=newsletter&utm_term=181212&utm_campaign=bloombergdaily,https://www.cnbc.com/2019/02/19/trump-wanted-prosecutor-in-charge-of-stormy-daniels-hush-money-probe.html,https://www.nbcnews.com/politics/congress/cummings-says-new-evidence-shows-trump-attorneys-may-have-misled-n972341,https://www.cnn.com/politics/live-news/michael-cohen-testimony/index.html,https://www.wnycstudios.org/story/trump-inc-what-learned-from-michael-cohen,https://www.mcclatchydc.com/news/politics-government/congress/article226888739.html,https://www.nbcnews.com/politics/congress/cummings-seeks-testimony-two-more-trump-attorneys-about-cohen-payments-n981586",,,,,checked,,,,,
Stone 16 Associates,Active,0,,,Approved,connected to record w/ no ID,,"1561,1175,1176,1177,1178,1179,1180,1181,1182,1183,1184,1185,1560,1562,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,,,,
Storage 106,Active,0,,,Approved,,,218,,,,,,,,,
Sussex Hall,Active,0,,,Approved,,,219,,,,,,,,,
T Express,Active,0,,,Approved,,,"220,221",,,,,,,,,
T International Realty (AKA Trump International Realty),Active,0,,,Approved,,,"222,1564",,,,,,,,,
T Retail,Active,0,,,Approved,,,Unnamed record,,,,,,,,,
Tag Air,Active,1,,"7/25/2017 added reference to leasing a 757 from DJT Operations I LLC, per 2017 financial disclosure, Part 2, ref. #176.",Approved,,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,223,,,,checked,,,,,
Taylor Edison JV,Active,0,,,Approved,,,"1566,1565",,,,,,,,,
TC Marks Buenos Aires,Active,2,,,Approved,,"https://www.reuters.com/article/us-usa-trump-argentina/trump-organization-says-it-has-no-plans-to-build-buenos-aires-tower-idUSKBN14N1W7,https://www.washingtonpost.com/politics/trumps-presidency-overseas-business-deals-and-relations-with-foreign-governments-could-all-become-intertwined/2016/11/25/d2bc83f8-b0e2-11e6-8616-52b15787add0_story.html?utm_term=.6474a90a3947","224,1567",,,,checked,,,,,
THC Baku Hotel Manager Services,Active,0,,,Approved,,,"226,225,1572,1573",,,,,,,,,
THC Baku Services,Active,0,,,Approved,,,"228,227,1574,1575",,,,,,,,,
THC Barra Hotelaria,Active,0,,,Approved,,,229,,,,,,,,,
THC Central Reservations,Active,0,,,Approved,,,"231,230,1576,1577",,,,,,,,,
THC China Development,Active,0,,,Approved,,,"232,1578,644",,,,,,,,,
THC China Technical Services,Active,0,,,Approved,,,"234,233,1579,1580",,,,,,,,,
THC DC Restaurant Hospitality,Active,0,,,Approved,,,,,,,,,,,,
THC Development Brazil,Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"237,236,1582,1583",,,,checked,,,,,
THC Hotel Development,Active,0,,,Approved,,,"240,1584",,,,,,,,,
THC Imea Development,Active,0,,,Approved,,,241,,,,,,,,,
THC Miami Restaurant Hospitality,Active,0,,,Approved,,,"247,246,1585,1586",,,,,,,,,
THC Qatar Hotel Manager,Resolved,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"249,248,1587,1588",,,,checked,,,,,
THC Rio,Active,1,,,Approved,,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,"251,250,1589,1590",,,,checked,,,,,
THC Sales & Marketing,Active,0,,,Approved,,,"253,252,1591,1592",,,,,,,,,
THC Services Shenzhen,Active,0,,,Approved,,,"255,254,1593,1594",,,,,,,,,
THC Shenzhen Hotel Manager,Active,0,,,Approved,,,"257,256,1595,1596",,,,,,,,,
THC Vancouver,Active,0,,,Approved,,,"258,259,1597,1598",,,,,,,,,
THC Venture I,Active,0,,,Approved,,,"261,260",,,,,,,,,
THC Venture II,Active,0,,,Approved,,,"263,262,1599,1600",,,,,,,,,
The America We Deserve,Active,0,,,Approved,,,265,,,,,,,,,
The Art Of The Comeback,Active,0,,,Approved,,,266,,,,,,,,,
The Art Of The Deal,Active,0,,,Approved,,,267,,,,,,,,,
The Best Real Estate Advice I Ever Received,Active,0,,,Approved,,,268,,,,,,,,,
The Daily Mail,Unclear,1,,"Because this lawsuit was settled, the potential conflict of interest is marked as &quot;resolved.&quot; Specific business holdings of Melania Trump remain marked as confirmed conflicts of interest.",Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.nytimes.com/2017/02/07/us/politics/melania-trump-libel-suit-daily-mail.html,,,checked,,,,,,,
The Eric Trump Foundation,Resolved,1,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.nytimes.com/2016/12/21/us/politics/eric-trump-charity.html,,checked,,,,,,,,
The New York Observer,Resolved,1,,,Approved,,https://www.nytimes.com/2018/07/26/business/ken-kurson-jared-kushner.html,1347,,,,,,checked,,,
"The Patriot Legal Defense Fund Trust, LLC",Unclear,1,"The Patriot Legal Defense Fund Trust, LLC is a pro-Trump legal fund with anonymous backing. It's intended to help pay legal bills for staffers from the Trump campaign, the transition and the White House. The fund's manager is former Congresswoman Nan Hayworth. Here she is in a promo video.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.npr.org/2018/06/15/620230403/legal-defense-funds-for-trump-allies-multiply,,,,,checked,,,,,
The Way To The Top,Active,0,,,Approved,,,270,,,,,,,,,
Think Big And Kick Ass,Active,0,,,Approved,,,271,,,,,,,,,
Think Like A Billionaire,Active,0,,,Approved,,,272,,,,,,,,,
Think Like A Champion,Active,0,,,Approved,,,273,,,,,,,,,
Thrive Capital Partners,Active,0,,,Approved,,,"1226,Unnamed record,1225",,,,,,,,,
Thrive Capital Partners II,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Thrive Capital Partners III,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Thrive Partners II GP,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Thrive Partners III GP,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
TIHC Reservations,Active,0,,,Approved,,,274,,,,,,,,,
TIHH Member,Active,0,,,Approved,,,,,,,,,,,,
TIHM Member,Active,0,,,Approved,,,,,,,,,,,,
TIHT Chicago Member Acquisition,Active,0,,,Approved,,,,,,,,,,,,
TIHT Commercial,Active,0,,,Approved,,,277,,,,,,,,,
TIHT Holding Company,Active,0,,,Approved,,,278,,,,,,,,,
TIHT Member,Active,0,,,Approved,,,279,,,,,,,,,
Time To Get Tough,Active,0,,,Approved,,,280,,,,,,,,,
Times Square Associates,Active,0,,Active on Ivanka '17.,Approved,connected to record w/ no ID,,"960,961,962,963,1253,1254,1255,1256,1398,1399,1400,1401,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,,,,
Tipperary Realty,Active,0,,,Approved,,,281,,,,,,,,,
TMG,Active,0,,,Approved,,,282,,,,,,,,,
TNGC Charlotte,Active,0,,,Approved,,,"283,284",,,,,,,,,
TNGC Dutchess County (Formerly Trump Marks Classic Cars),Active,0,,,Approved,,,"285,286",,,,,,,,,
TNGC Jupiter,Active,0,,,Approved,,,"287,288",,,,,,,,,
TNGC Pine Hill / Trump National Golf Club - Philadelphia (Formerly Crest Court),Active,0,,,Approved,,,"289,290",,,,,,,,,
Toronto Development,Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,291,,,,checked,,,,,
Toronto Dominion Bank,Unclear,1,"The populist billionaire has other Canadian holdings, including $500,000 to $1 million investments in the Bank of Nova Scotia and the Toronto Dominion Bank, and $1 million to $5 million worth of shares in the Royal Bank of Canada. Such investments add to the array of connections Trump already has with foreign entities - including nine figure debts owed to German lender Deutsche Bank and China’s state-controlled Bank of China.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,,checked,,,,,
TP CFD,Resolved,0,,,Approved,,,"292,293",,,,,,,,,
TransCanada,Unclear,1,"Trump also has a small investment in Canadian energy company TransCanada, the developer of Keystone XL pipeline, which was rejected by President Barack Obama last year but supported by Trump.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,,checked,,,,,
Travel Enterprises Management (Formerly Toys At Trump),Active,0,,,Approved,,,294,,,,,,,,,
Triborough NY Bridge & Tunnel Authority,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Trump 101: The Way To Success,Active,0,,,Approved,,,295,,,,,,,,,
Trump 106,Active,0,,,Approved,,,296,,,,,,,,,
Trump 767 Management,Unclear,0,,missing status,Approved,,,297,,,,,,,,,
Trump 845,Active,0,,,Approved,,,,,,,,,,,,
Trump 845 UN,Active,0,,,Approved,,,"299,300,607,298,15",,,,,,,,,
Trump AC Casino Marks,Active,0,,,Approved,,,"301,302",,,,,,,,,
Trump Acquisition,Active,0,,,Approved,,,"304,303",,,,,,,,,
Trump Books,Active,0,,,Approved,,,"305,306",,,,,,,,,
Trump Brazil,Active,2,,,Approved,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1",307,,,,checked,,,,,
Trump Briarcliff Manor Development (Formerly Briar Hall Development),Active,0,,,Approved,,,"309,308",,,,,,,,,
Trump Canadian Services,Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,310,,,,checked,,,,,
Trump Canouan Estate,Active,0,,,Approved,,,"311,312",,,,,,,,,
Trump Caribbean,Active,2,,,Approved,,"https://www.npr.org/2017/05/11/527811206/sale-of-trump-property-raises-ethical-questions-about-potential-buyers-motives,https://www.washingtonpost.com/news/post-politics/wp/2017/08/01/the-asking-price-for-president-trumps-caribbean-estate-has-been-cut-dramatically/?utm_term=.63fee190a91a",313,,,,checked,,,,,
Trump Carousel,Active,0,,,Approved,,,"315,314",,,,,,,,,
Trump Central Park West,Active,0,,,Approved,,,,,,,,,,,,
Trump Chicago,Active,8,,,Approved,,"https://www.washingtonpost.com/politics/i-like-them-very-much-trump-has-long-standing-business-ties-with-saudis-who-have-boosted-his-hotels-since-he-took-office/2018/10/11/0870df24-cd67-11e8-a360-85875bac0b1f_story.html?utm_term=.a03c219665a7,https://www.washingtonpost.com/politics/2018/10/16/whether-trump-has-financial-interests-saudi-arabia-he-has-plenty-with-country/?utm_term=.a571a3f0706e,https://www.cnn.com/2018/10/16/politics/donald-trump-saudi-financial-interests/index.html,https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html,https://www.washingtonpost.com/amphtml/opinions/2018/11/29/another-conflict-interest-trump-hotel/?noredirect=on,https://www.citizensforethics.org/romanian-consulate-held-national-day-celebration-at-trumps-chicago-hotel-last-month/,https://www.washingtonpost.com/politics/romanian-consulate-event-at-trump-hotel-in-chicago-draws-scrutiny/2018/12/12/1cef8910-fd68-11e8-862a-b6a6f3ce8199_story.html?utm_term=.a1345d378ba7,https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","318,317,319,321,320,614,615,323,322,616,325,324,328,645,713,714,646,276,500",,,,checked,,,,,
Trump Classic Cars,Resolved,0,,,Approved,,,"327,326",,,,,,,,,
Trump Corporation,Active,0,,,Approved,,,329,,,,,,,,,
Trump CPS,Active,0,,,Approved,,,"330,331",,,,,,,,,
Trump Delmonico,Active,0,,,Approved,,,,,,,,,,,,
Trump Development Services,Active,0,,,Approved,,,"333,332",,,,,,,,,
Trump Drinks Israel,Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"334,335,337,336",,,,checked,,,,,
Trump Education,Active,0,,,Approved,,,338,,,,,,,,,
Trump Empire State,Active,0,,,Approved,,,339,,,,,,,,,
Trump National Doral,Active,3,,,Approved,3/16/2019 HN: I changed this friendly name from Trump Endeavor 12 to Trump National Doral. ,"https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291,https://www.cnn.com/2019/04/10/politics/defense-department-300000-at-trump-properties/index.html,https://www.washingtonpost.com/business/trump-tees-up-medal-for-tiger-woods-some-question-motives/2019/05/06/a000bd26-7043-11e9-9331-30bc5836f48e_story.html?utm_term=.93e46f8d5475","340,341",,,,checked,,,,,
Trump Entrepreneur Initiative (Formerly Trump University Ca),Active,3,,,Approved,,"https://www.nytimes.com/2016/11/06/us/politics/donald-trump-business-tax-records.html?mtrref=undefined,https://www.washingtonpost.com/politics/source-trump-nearing-settlement-in-trump-university-fraud-cases/2016/11/18/8dc047c0-ada0-11e6-a31b-4b6397e625d0_story.html,https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html","342,343",,,,checked,,,,,
Trump Equitable Fifth Avenue Company,Active,1,,,Approved,,https://www.nytimes.com/2016/08/21/us/politics/donald-trump-debt.html,344,,,,checked,,,,,
Trump EU Marks,Active,0,,,Approved,,,"345,346",,,,,,,,,
Trump Ferry Point,Active,0,,,Approved,,,"348,347",,,,,,,,,
Trump Florida,Active,1,,,Approved,,https://www.washingtonpost.com/politics/in-little-moscow-russians-helped-donald-trumps-brand-survive-the-recession/2016/11/04/f9dbd38e-97cf-11e6-bb29-bf2701dbe0a3_story.html?utm_term=.a6cf0ab24f58,"350,349",,,,checked,,,,,
Trump Follies,Active,0,,,Approved,,,"352,351",,,,,,,,,
Trump Golf Acquisitions,Active,0,,,Approved,,,353,,,,,,,,,
Trump Golf Coco Beach,Active,0,,,Approved,,,"355,354",,,,,,,,,
Trump Golf Management,Active,1,,,Approved,,https://www.washingtonpost.com/politics/donald-trumps-demand-for-a-border-wall-shut-down-the-government-at-the-same-time-his-company-was-firing-undocumented-workers/2019/01/26/8cf75d66-20c5-11e9-8e21-59a09ff1e2a1_story.html?utm_term=.d0875a750cee ,356,,,,checked,,,,,
Trump Home Marks,Active,0,,,Approved,,,"358,357",,,,,,,,,
Trump Hotel,Resolved,3,,,Approved,"3/16/2019 HN: I don't know why this conflict status was set to ""active."" If the corporation is defunct, it should be resolved, so I changed it. ","https://www.cnn.com/2019/04/10/politics/defense-department-300000-at-trump-properties/index.html,https://www.cnn.com/2019/04/30/politics/emoluments-lawsuit-congress/index.html,https://www.cnn.com/2019/05/14/politics/trump-emoluments-democrats-subpoena/index.html",359,,,,checked,,,,,
Trump Hotel Rio De Janeiro,Unclear,4,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://www.washingtonpost.com/world/the_americas/trump-company-pulls-its-name-off-a-brazil-hotel-caught-up-in-an-investigation/2016/12/13/c332dc2c-b078-4885-8a29-5f29b7da442e_story.html?utm_term=.3f329b9e8342,https://www.nytimes.com/2016/12/14/world/americas/donald-trump-hotel-rio-brazil-investigation.html,https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html",,,,,checked,,,,,
Trump Ice,Active,0,,,Approved,,,"606,592",,,,,,,,,
Trump Identity,Unclear,0,,,Approved,,,"600,623",,,,,,,,,
Trump International Development,Active,5,,,Approved,,"https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365,https://www.washingtonpost.com/news/morning-mix/wp/2018/07/27/trumps-emoluments-battle-how-a-scholars-journey-through-200-years-of-dictionaries-helped-win-a-historic-ruling/?utm_term=.25bb86879b9b,https://abcnews.go.com/amp/Business/wireStory/trumps-scottish-resort-expand-raising-ethics-concerns-56822706,https://amp.cnn.com/cnn/2018/12/16/politics/rudy-giuliani-trump-tower/index.html,https://amp.cnn.com/cnn/2018/12/19/politics/rudy-giuliani-moscow-trump-tower/index.html","361,362",,,,checked,,,,,
Trump International Golf Club,Active,5,,,Approved,,"https://www.politico.com/story/2018/08/13/trump-white-house-staff-golf-clubs-perks-776098,https://amp.fastcompany.com/90252235/trump-endorsements-follow-in-the-wake-of-candidates-spending-money-at-his-properties,https://www.nytimes.com/2019/01/03/us/trump-golf-club-illegal-immigrant-employee.html,https://www.washingtonpost.com/politics/donald-trumps-demand-for-a-border-wall-shut-down-the-government-at-the-same-time-his-company-was-firing-undocumented-workers/2019/01/26/8cf75d66-20c5-11e9-8e21-59a09ff1e2a1_story.html?utm_term=.d0875a750cee ,https://www.cnn.com/2019/01/29/politics/trump-golf-clubs-undocumented-workers-congress/index.html",363,,,,checked,,,,,
Trump International Golf Club - Florida,Active,1,,,Approved,,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,364,,,,checked,,,,,
Trump International Hotel And Tower Condominium,Unclear,2,,status missing,Approved,,"https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.washingtonpost.com/f2120b3a-ced4-11e8-ad0a-0e01efba3cc1_story.html?utm_term=.17d7f35a1df8",383,,,,checked,,,,,
Trump International Hotel Hawaii,Active,2,,"7/25/2017 added management and license agreement details per 2017 financial disclosure, Part 2, ref. #071.",Approved,,"https://www.cnn.com/2018/06/28/politics/trump-irs-nominee-charles-rettig/index.html,http://www.newsweek.com/donald-trump-irs-nominee-hotel-999627?amp=1","370,622,605",,,,checked,,,,,
Trump International Hotels Management D/B/A Trump Hotel Collection,Unclear,27,"Trump International Hotels Management, also known as the Trump Hotel Collection, is a management company for the hotels owned by President Trump. The company has hotels across the United States and around the world bearing the Trump name, including in Las Vegas, Washington, D.C. and Vancouver.",to discuss,Approved,,"https://www.prnewswire.com/news-releases/trump-hotel-collection-announces-a-luxury-resort-and-residential-development-in-bali-300130927.html,https://www.washingtonpost.com/world/the_americas/trump-company-pulls-its-name-off-a-brazil-hotel-caught-up-in-an-investigation/2016/12/13/c332dc2c-b078-4885-8a29-5f29b7da442e_story.html?utm_term=.3f329b9e8342,https://www.nytimes.com/2016/12/14/world/americas/donald-trump-hotel-rio-brazil-investigation.html,http://mobile.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html,http://money.cnn.com/2017/01/23/news/donald-trump-resigns-business/,https://www.npr.org/2017/05/11/527811206/sale-of-trump-property-raises-ethical-questions-about-potential-buyers-motives,https://www.washingtonpost.com/news/post-politics/wp/2017/08/01/the-asking-price-for-president-trumps-caribbean-estate-has-been-cut-dramatically/?utm_term=.63fee190a91a,https://newrepublic.com/article/147351/political-corruption-art-deal,http://www.foxnews.com/politics/2018/02/21/trump-jr-steals-spotlight-from-canadas-trudeau-as-india-visits-coincide.html,https://www.washingtonpost.com/world/trump-jr-to-give-foreign-policy-speech-while-on-unofficial-business-trip-to-india/2018/02/19/37d00c37-d9e8-40c4-934b-0a26b8160dcd_story.html?utm_term=.8a66e23946b3,https://www.fastcompany.com/40526424/trump-organization-revives-project-in-dominican-republic-roiling-local-politics,http://www.newsweek.com/if-trump-organization-launches-dominican-republic-projects-it-could-be-grounds-801765,https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/,http://www.newsweek.com/ocasio-cortez-impeach-trump-997615?amp=1,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.washingtonpost.com/politics/at-president-trumps-hotel-in-new-york-revenue-went-up-this-spring--thanks-to-a-visit-from-big-spending-saudis/2018/08/03/58755392-9112-11e8-bcd5-9d911c784c38_story.html?utm_term=.3a97c3f2cf0f,https://www.nbcbayarea.com/news/local/San-Francisco-Ethics-Official-Files-Suit-Against-Secret-Service-Over-Trump-Jrs-India-Trip-Records-490844011.html?amp=y,https://www.washingtonpost.com/world/2018/10/18/why-is-trump-so-keen-protect-saudis/?utm_term=.a0943507f3f5,https://www.wnycstudios.org/story/trump-inc-pump-trump-panama,https://amp.cnn.com/cnn/2018/12/19/politics/rudy-giuliani-moscow-trump-tower/index.html,https://amp.cnn.com/cnn/2018/12/16/politics/rudy-giuliani-trump-tower/index.html,https://www.citizensforethics.org/presidential-profiteering-trumps-conflicts-got-worse/,https://www.businessinsider.com/how-many-trump-towers-are-there-2019-1,https://www.cnn.com/2019/05/03/politics/emoluments-clause-definition-trump/","371,275",,,,checked,,,,,
Trump International Management,Unclear,7,,status missing,Approved,,"http://www.foxnews.com/politics/2018/02/21/trump-jr-steals-spotlight-from-canadas-trudeau-as-india-visits-coincide.html,https://www.washingtonpost.com/world/trump-jr-to-give-foreign-policy-speech-while-on-unofficial-business-trip-to-india/2018/02/19/37d00c37-d9e8-40c4-934b-0a26b8160dcd_story.html?utm_term=.8a66e23946b3,https://www.fastcompany.com/40526424/trump-organization-revives-project-in-dominican-republic-roiling-local-politics,http://www.newsweek.com/if-trump-organization-launches-dominican-republic-projects-it-could-be-grounds-801765,https://www.nbcbayarea.com/news/local/San-Francisco-Ethics-Official-Files-Suit-Against-Secret-Service-Over-Trump-Jrs-India-Trip-Records-490844011.html?amp=y,https://amp.cnn.com/cnn/2018/12/16/politics/rudy-giuliani-trump-tower/index.html,https://amp.cnn.com/cnn/2018/12/19/politics/rudy-giuliani-moscow-trump-tower/index.html",372,,,,checked,,,,,
Trump Jets (Formerly Sentient Jets),Resolved,0,,Listed in disclosure as dissolved as of 11/9/16,Approved,,,"373,375,374",,,,,,,,,
Trump Kelowna,Unclear,0,,,Approved,,,"625,624",,,,,,,,,
Trump Korea,Active,0,,,Approved,,,"377,376",,,,,,,,,
Trump Las Vegas,Active,4,,,Approved,,"https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html,https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html,https://www.forbes.com/sites/chasewithorn/2018/10/24/what-you-dont-know-about-trump-the-huge-holes-in-disclosure-rules-and-how-they-could-be-fixed/amp/,https://www.mcclatchydc.com/news/politics-government/congress/article226888739.html","378,379,380,381,382,513,511,512",,,,checked,,,,,
Trump Lauderdale,Active,0,,,Approved,,,"601,609",,,,,,,,,
Trump Los Olas,Active,0,,,Approved,,,"385,384",,,,,,,,,
Trump Management,Active,0,,,Approved,,,386,,,,,,,,,
Trump Marketing,Active,0,,,Approved,,,387,,,,,,,,,
Trump Marks,Active,0,,,Approved,,,"390,388,389",,,,,,,,,
Trump Marks Asia,Active,0,,,Approved,,,"392,391",,,,,,,,,
Trump Marks Atlanta,Active,0,,,Approved,,,"393,394",,,,,,,,,
